LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,T2M_MAX,WS2M_MAX,T2M_MIN_x,PRECTOTCORR,RH2M,T2M,WS2M,T2M_MIN_y
26.5,27.5,2024,16,16.89,17.34,3.07,4.26,0.0,50.5,10.6,1.68,4.26
26.5,32.5,2024,16,16.98,20.72,3.89,5.99,0.0,46.06,12.31,2.68,5.99
27.5,27.5,2024,16,15.99,17.3,3.4,3.86,0.0,53.76,10.15,1.89,3.86
27.5,32.5,2024,16,16.83,18.28,3.91,4.71,0.0,51.83,10.52,2.59,4.71
28.5,27.5,2024,16,15.4,17.49,4.28,4.75,0.0,55.21,10.38,2.42,4.75
28.5,32.5,2024,16,15.87,17.2,3.58,4.9,0.0,55.1,10.19,2.16,4.9
29.5,27.5,2024,16,14.08,19.49,5.13,5.14,0.0,53.07,11.76,2.83,5.14
29.5,32.5,2024,16,15.01,18.12,3.29,10.61,0.0,52.75,14.07,2.13,10.61
30.5,27.5,2024,16,12.75,17.23,7.14,4.41,0.0,54.43,10.52,3.72,4.41
30.5,32.5,2024,16,13.74,18.67,3.37,6.26,0.0,50.83,12.6,1.49,6.26
31.5,27.5,2024,16,11.37,18.76,9.37,14.11,0.0,60.33,16.21,7.65,14.11
31.5,32.5,2024,16,12.92,18.23,5.73,15.97,0.0,55.25,17.24,4.1,15.97
23.5,27.5,2024,17,18.26,19.3,4.33,4.1,0.0,34.23,10.63,2.73,4.1
23.5,32.5,2024,17,18.4,22.32,5.13,7.51,0.0,37.47,14.3,3.53,7.51
24.5,27.5,2024,17,17.39,18.56,4.35,3.63,0.0,36.87,10.07,2.49,3.63
24.5,32.5,2024,17,18.0,21.42,5.03,6.86,0.0,38.08,13.3,3.66,6.86
25.5,27.5,2024,17,16.87,18.97,3.72,3.93,0.0,38.01,10.74,2.14,3.93
25.5,32.5,2024,17,17.14,21.91,4.99,5.53,0.0,40.91,12.95,3.44,5.53
26.5,27.5,2024,17,16.96,19.84,3.43,4.43,0.0,39.33,11.34,2.05,4.43
26.5,32.5,2024,17,16.59,21.92,4.8,5.95,0.0,40.45,12.97,3.41,5.95
27.5,27.5,2024,17,16.07,19.54,3.76,4.35,0.0,42.84,10.91,2.22,4.35
27.5,32.5,2024,17,16.22,20.56,5.4,5.4,0.0,42.65,11.77,3.63,5.4
28.5,27.5,2024,17,15.42,18.89,4.44,5.71,0.0,47.56,10.96,2.58,5.71
28.5,32.5,2024,17,15.51,18.21,5.5,5.24,0.0,49.09,10.83,3.2,5.24
29.5,27.5,2024,17,14.13,20.41,3.93,6.08,0.0,48.47,12.28,2.44,6.08
29.5,32.5,2024,17,13.78,19.26,4.04,10.59,0.0,49.69,14.49,2.73,10.59
30.5,27.5,2024,17,13.65,20.11,3.22,5.05,0.0,57.77,12.08,1.94,5.05
30.5,32.5,2024,17,11.78,20.3,1.72,9.12,0.0,41.63,13.8,1.09,9.12
31.5,27.5,2024,17,12.15,18.61,6.97,14.14,0.0,75.34,16.49,4.36,14.14
31.5,32.5,2024,17,10.1,18.28,4.42,16.14,0.0,54.42,17.39,2.54,16.14
23.5,27.5,2024,18,18.56,21.73,4.1,5.22,0.0,32.78,12.16,2.48,5.22
23.5,32.5,2024,18,18.36,24.45,5.21,8.46,0.0,33.41,15.65,3.22,8.46
24.5,27.5,2024,18,17.86,20.53,4.09,5.11,0.0,37.23,11.49,2.41,5.11
24.5,32.5,2024,18,17.46,24.32,4.8,8.25,0.0,30.11,15.29,3.38,8.25
25.5,27.5,2024,18,17.55,20.39,4.08,5.15,0.0,40.03,11.74,2.31,5.15
25.5,32.5,2024,18,17.08,25.06,3.71,6.73,0.0,32.84,14.77,2.99,6.73
26.5,27.5,2024,18,17.01,20.26,3.56,5.56,0.0,44.87,11.95,2.0,5.56
26.5,32.5,2024,18,16.6,25.27,3.39,7.14,0.0,32.75,14.82,2.47,7.14
27.5,27.5,2024,18,16.24,19.66,2.88,5.85,0.0,55.53,11.93,1.69,5.85
27.5,32.5,2024,18,16.42,22.81,3.89,6.61,0.0,34.16,13.38,2.15,6.61
28.5,27.5,2024,18,15.46,20.11,2.91,6.11,0.0,66.99,12.37,1.74,6.11
28.5,32.5,2024,18,15.55,20.75,3.29,6.3,0.0,43.52,12.26,2.08,6.3
29.5,27.5,2024,18,14.59,22.68,1.72,9.77,0.0,60.72,15.2,0.92,9.77
29.5,32.5,2024,18,14.82,20.72,3.39,11.77,0.0,47.87,15.31,2.34,11.77
30.5,27.5,2024,18,14.58,20.57,2.48,9.94,0.0,72.67,14.56,1.32,9.94
30.5,32.5,2024,18,13.17,21.33,1.66,9.67,0.0,44.59,13.94,1.13,9.67
31.5,27.5,2024,18,12.96,19.27,4.04,16.6,0.0,72.3,17.79,2.34,16.6
31.5,32.5,2024,18,12.07,17.87,2.38,17.25,0.0,64.09,17.61,1.57,17.25
23.5,27.5,2024,19,19.17,20.97,3.95,5.54,0.0,39.97,12.18,2.55,5.54
23.5,32.5,2024,19,18.61,25.32,4.06,9.0,0.0,31.4,16.34,2.82,9.0
24.5,27.5,2024,19,18.2,19.88,3.49,4.94,0.0,44.76,11.41,2.14,4.94
24.5,32.5,2024,19,18.09,24.99,3.9,8.6,0.0,31.12,15.66,2.72,8.6
25.5,27.5,2024,19,17.6,19.83,2.3,6.11,0.0,47.13,12.11,1.61,6.11
25.5,32.5,2024,19,17.28,25.3,3.32,7.27,0.0,33.65,15.19,2.41,7.27
26.5,27.5,2024,19,17.35,20.26,1.98,7.34,0.0,50.42,13.07,1.31,7.34
26.5,32.5,2024,19,16.82,25.28,3.24,7.77,0.0,31.7,15.46,2.06,7.77
27.5,27.5,2024,19,16.71,20.16,2.02,8.67,0.0,52.78,13.46,1.25,8.67
27.5,32.5,2024,19,16.69,23.45,2.99,6.96,0.0,35.07,14.0,1.79,6.96
28.5,27.5,2024,19,16.13,20.36,2.85,8.53,0.0,55.85,13.44,1.66,8.53
28.5,32.5,2024,19,15.95,21.99,2.87,6.69,0.0,44.54,13.08,2.01,6.69
29.5,27.5,2024,19,15.17,22.3,3.86,9.38,0.0,56.17,14.57,1.97,9.38
29.5,32.5,2024,19,15.39,21.1,3.33,10.91,0.0,54.44,15.42,2.35,10.91
30.5,27.5,2024,19,14.59,20.84,5.06,9.55,0.0,55.22,13.8,2.38,9.55
30.5,32.5,2024,19,14.39,21.98,2.75,7.94,0.0,55.67,14.1,1.56,7.94
31.5,27.5,2024,19,12.3,20.89,5.82,15.16,0.0,65.18,17.76,4.87,15.16
31.5,32.5,2024,19,13.07,18.1,3.51,16.76,0.0,75.35,17.4,1.83,16.76
23.5,27.5,2024,20,19.05,22.81,3.66,6.33,0.0,39.74,13.51,2.38,6.33
23.5,32.5,2024,20,18.77,26.3,4.1,9.57,0.0,32.68,17.01,2.87,9.57
24.5,27.5,2024,20,18.36,22.65,3.11,6.21,0.0,39.36,13.53,1.85,6.21
24.5,32.5,2024,20,18.28,26.13,3.94,9.44,0.0,32.96,16.53,2.76,9.44
25.5,27.5,2024,20,17.82,22.63,1.95,8.5,0.0,34.76,15.05,1.15,8.5
25.5,32.5,2024,20,17.54,26.97,3.27,8.16,0.0,34.24,16.58,2.31,8.16
26.5,27.5,2024,20,17.0,23.22,2.03,8.83,0.0,31.63,15.78,0.95,8.83
26.5,32.5,2024,20,17.08,27.61,3.18,8.81,0.0,31.54,17.21,2.06,8.81
27.5,27.5,2024,20,15.92,23.01,2.51,8.23,0.0,33.78,14.84,1.54,8.23
27.5,32.5,2024,20,16.53,25.87,3.89,8.49,0.0,35.09,16.15,2.16,8.49
28.5,27.5,2024,20,14.59,23.02,3.86,7.73,0.0,36.16,14.12,2.25,7.73
28.5,32.5,2024,20,15.19,23.94,3.6,8.81,0.0,41.83,15.32,2.24,8.81
29.5,27.5,2024,20,13.34,23.34,3.98,7.92,0.0,36.7,14.68,2.42,7.92
29.5,32.5,2024,20,15.23,23.09,2.25,13.21,0.0,49.72,17.81,1.69,13.21
30.5,27.5,2024,20,12.08,19.97,5.08,7.58,0.0,39.34,13.18,2.93,7.58
30.5,32.5,2024,20,14.26,24.57,1.86,10.23,0.0,47.12,16.85,1.0,10.23
31.5,27.5,2024,20,9.68,20.29,6.27,15.09,0.0,60.67,17.46,5.44,15.09
31.5,32.5,2024,20,12.92,19.38,4.34,16.67,0.0,70.33,18.23,3.15,16.67
23.5,27.5,2024,21,18.72,25.3,1.84,9.34,0.0,28.44,16.45,1.29,9.34
23.5,32.5,2024,21,18.8,28.05,2.6,10.11,0.0,32.41,18.44,1.74,10.11
24.5,27.5,2024,21,17.83,25.41,2.07,10.77,0.0,24.75,16.61,1.48,10.77
24.5,32.5,2024,21,18.15,28.09,2.95,9.7,0.0,29.58,17.96,1.7,9.7
25.5,27.5,2024,21,16.87,25.52,3.03,10.36,0.0,23.44,16.4,1.79,10.36
25.5,32.5,2024,21,16.76,28.58,2.29,9.47,0.0,29.81,17.76,1.56,9.47
26.5,27.5,2024,21,15.94,25.39,3.46,9.42,0.0,23.09,16.14,2.17,9.42
26.5,32.5,2024,21,16.33,28.0,2.38,11.14,0.0,25.58,18.05,1.54,11.14
27.5,27.5,2024,21,15.55,24.95,4.3,8.72,0.0,26.09,15.05,2.64,8.72
27.5,32.5,2024,21,15.56,26.23,3.18,11.05,0.0,26.52,17.0,1.8,11.05
28.5,27.5,2024,21,15.23,24.33,5.79,10.57,0.0,29.7,15.26,3.59,10.57
28.5,32.5,2024,21,13.45,24.74,2.71,11.04,0.0,28.09,16.33,1.76,11.04
29.5,27.5,2024,21,14.24,25.17,6.55,11.2,0.0,33.17,16.09,3.67,11.2
29.5,32.5,2024,21,13.48,23.95,2.64,14.92,0.0,42.13,18.3,1.97,14.92
30.5,27.5,2024,21,13.31,23.15,6.54,10.52,0.05,41.55,14.97,3.61,10.52
30.5,32.5,2024,21,12.84,25.63,4.31,12.47,0.0,35.86,17.29,2.53,12.47
31.5,27.5,2024,21,11.7,21.17,6.28,16.55,0.09,64.7,18.45,5.73,16.55
31.5,32.5,2024,21,12.13,21.72,6.66,16.39,0.0,63.49,18.88,4.22,16.39
23.5,27.5,2024,22,16.54,22.11,6.25,8.51,0.0,39.49,14.33,4.29,8.51
23.5,32.5,2024,22,18.41,28.74,3.98,12.49,0.0,25.14,19.32,2.41,12.49
24.5,27.5,2024,22,15.0,19.77,6.28,7.54,0.0,49.31,13.17,4.22,7.54
24.5,32.5,2024,22,17.78,28.27,3.5,11.64,0.0,23.84,18.6,2.4,11.64
25.5,27.5,2024,22,14.7,19.8,5.99,8.4,0.03,55.79,13.42,3.95,8.4
25.5,32.5,2024,22,16.19,27.35,3.86,10.27,0.0,26.49,17.64,2.54,10.27
26.5,27.5,2024,22,14.85,20.11,5.51,9.38,0.03,62.63,13.88,3.67,9.38
26.5,32.5,2024,22,15.67,26.02,4.9,10.84,0.0,27.83,17.24,2.56,10.84
27.5,27.5,2024,22,14.92,19.74,5.22,7.56,0.09,68.56,13.37,3.51,7.56
27.5,32.5,2024,22,15.95,23.02,5.55,9.71,0.0,34.28,14.85,2.89,9.71
28.5,27.5,2024,22,12.83,20.29,5.29,8.43,0.79,68.52,14.02,3.37,8.43
28.5,32.5,2024,22,15.32,21.69,5.83,8.85,0.0,39.86,14.18,3.49,8.85
29.5,27.5,2024,22,11.78,22.27,5.69,10.53,0.9,66.68,15.62,3.53,10.53
29.5,32.5,2024,22,14.07,21.8,4.8,12.43,0.02,53.5,16.88,3.45,12.43
30.5,27.5,2024,22,10.66,18.91,7.12,11.11,0.6,70.65,14.51,4.92,11.11
30.5,32.5,2024,22,14.28,23.09,5.88,9.38,0.07,52.59,15.81,3.66,9.38
31.5,27.5,2024,22,10.07,18.09,9.15,16.36,1.46,71.43,17.6,8.2,16.36
31.5,32.5,2024,22,12.57,20.16,9.11,15.39,0.31,76.39,17.8,6.95,15.39
23.5,27.5,2024,23,17.76,19.37,5.15,7.48,0.0,61.23,12.63,3.94,7.48
23.5,32.5,2024,23,17.5,24.81,5.35,10.97,0.0,45.98,17.35,3.68,10.97
24.5,27.5,2024,23,16.15,17.06,5.53,7.47,0.0,64.52,11.68,3.83,7.47
24.5,32.5,2024,23,15.59,23.32,5.49,10.6,0.0,49.77,16.06,3.79,10.6
25.5,27.5,2024,23,13.74,16.28,5.2,8.87,0.02,62.18,12.26,3.61,8.87
25.5,32.5,2024,23,13.81,22.44,5.19,10.39,0.0,52.89,15.47,3.63,10.39
26.5,27.5,2024,23,11.84,16.78,4.82,8.45,0.01,62.87,12.33,3.23,8.45
26.5,32.5,2024,23,14.25,20.27,5.5,10.4,0.0,55.28,14.33,3.73,10.4
27.5,27.5,2024,23,14.16,17.46,5.43,8.03,0.01,61.03,12.29,3.2,8.03
27.5,32.5,2024,23,10.78,17.01,5.97,8.53,0.0,67.18,11.67,4.09,8.53
28.5,27.5,2024,23,15.7,17.38,5.51,7.5,0.04,63.58,12.03,3.23,7.5
28.5,32.5,2024,23,11.89,15.97,5.7,8.3,0.01,70.83,11.53,3.81,8.3
29.5,27.5,2024,23,14.21,19.12,5.18,8.35,0.06,60.04,13.26,3.24,8.35
29.5,32.5,2024,23,12.93,18.6,5.44,12.15,0.06,70.1,15.37,3.95,12.15
30.5,27.5,2024,23,12.39,16.89,5.23,8.54,0.14,62.79,12.4,3.96,8.54
30.5,32.5,2024,23,12.54,20.15,5.93,11.77,0.81,72.8,15.2,3.76,11.77
31.5,27.5,2024,23,8.39,16.82,7.28,15.44,0.94,67.55,16.21,6.61,15.44
31.5,32.5,2024,23,9.25,17.85,8.51,17.16,2.46,79.29,17.57,7.29,17.16
23.5,27.5,2024,24,18.57,16.66,5.76,5.63,0.0,56.61,10.4,3.87,5.63
23.5,32.5,2024,24,18.29,21.93,5.36,9.76,0.0,46.57,15.3,3.88,9.76
24.5,27.5,2024,24,17.56,14.96,5.81,5.23,0.0,61.32,9.25,3.69,5.23
24.5,32.5,2024,24,17.87,20.69,5.06,8.79,0.0,47.71,13.8,3.73,8.79
25.5,27.5,2024,24,16.53,15.08,5.32,5.98,0.0,60.48,9.67,3.39,5.98
25.5,32.5,2024,24,16.75,19.99,4.92,7.76,0.0,50.26,13.04,3.52,7.76
26.5,27.5,2024,24,13.55,15.69,5.12,4.96,0.01,59.87,9.96,3.23,4.96
26.5,32.5,2024,24,15.55,19.23,4.89,7.1,0.0,51.65,12.36,3.27,7.1
27.5,27.5,2024,24,14.25,15.61,5.0,4.4,0.04,63.29,9.6,3.07,4.4
27.5,32.5,2024,24,14.72,16.43,5.08,5.61,0.0,58.77,10.13,3.39,5.61
28.5,27.5,2024,24,13.63,16.07,5.0,5.35,0.14,62.32,10.4,3.07,5.35
28.5,32.5,2024,24,14.24,16.06,4.38,4.94,0.0,61.73,9.8,2.8,4.94
29.5,27.5,2024,24,15.35,18.44,4.66,7.39,0.03,57.21,12.17,2.83,7.39
29.5,32.5,2024,24,13.22,17.4,3.79,10.44,0.03,62.66,13.97,2.89,10.44
30.5,27.5,2024,24,15.08,15.45,4.98,8.21,0.88,71.06,11.1,3.12,8.21
30.5,32.5,2024,24,14.09,17.19,4.08,10.84,0.35,66.31,13.46,2.28,10.84
31.5,27.5,2024,24,9.47,16.23,7.28,15.14,5.65,68.95,15.7,5.29,15.14
31.5,32.5,2024,24,10.89,17.46,6.17,16.71,1.0,70.44,17.13,5.52,16.71
23.5,27.5,2024,25,18.65,16.17,6.37,4.21,0.0,61.26,9.67,3.99,4.21
23.5,32.5,2024,25,17.53,19.68,6.6,7.94,0.0,43.41,13.32,4.55,7.94
24.5,27.5,2024,25,16.54,14.32,6.45,3.65,0.0,68.09,8.69,4.15,3.65
24.5,32.5,2024,25,16.69,19.04,5.88,6.99,0.0,43.57,12.24,4.3,6.99
25.5,27.5,2024,25,14.26,14.66,6.3,4.86,0.08,68.63,9.47,3.96,4.86
25.5,32.5,2024,25,16.83,18.48,5.73,5.65,0.0,46.51,11.55,4.12,5.65
26.5,27.5,2024,25,14.32,14.99,5.6,6.02,0.16,66.42,10.32,3.54,6.02
26.5,32.5,2024,25,16.52,18.3,5.52,5.25,0.0,50.19,11.17,3.64,5.25
27.5,27.5,2024,25,13.05,14.71,5.03,6.68,1.49,68.38,10.14,3.16,6.68
27.5,32.5,2024,25,15.85,16.35,5.52,4.15,0.0,58.59,9.77,3.82,4.15
28.5,27.5,2024,25,13.3,16.01,4.93,5.58,0.57,70.26,10.47,3.09,5.58
28.5,32.5,2024,25,14.37,15.55,4.8,4.02,0.01,66.98,9.52,3.27,4.02
29.5,27.5,2024,25,13.39,18.48,4.91,6.87,0.78,64.68,12.45,2.56,6.87
29.5,32.5,2024,25,14.17,16.85,5.11,9.77,0.15,70.78,13.39,3.61,9.77
30.5,27.5,2024,25,11.03,16.31,5.97,7.1,0.26,72.73,11.57,3.49,7.1
30.5,32.5,2024,25,13.06,18.85,3.18,7.56,0.56,69.14,13.3,2.11,7.56
31.5,27.5,2024,25,9.13,16.66,7.37,15.23,0.53,66.99,16.16,6.04,15.23
31.5,32.5,2024,25,9.46,18.04,6.88,17.07,0.16,66.19,17.5,5.12,17.07
23.5,27.5,2024,26,18.88,16.93,5.73,4.59,0.0,60.42,9.68,3.75,4.59
23.5,32.5,2024,26,19.04,20.45,5.97,7.57,0.0,49.9,13.34,4.18,7.57
24.5,27.5,2024,26,18.33,15.7,5.64,3.74,0.0,64.49,9.09,4.22,3.74
24.5,32.5,2024,26,18.65,19.65,5.97,6.56,0.0,50.79,12.33,4.22,6.56
25.5,27.5,2024,26,17.9,16.38,5.52,4.38,0.0,62.46,9.99,4.12,4.38
25.5,32.5,2024,26,17.85,19.26,5.77,6.07,0.0,52.11,11.97,4.2,6.07
26.5,27.5,2024,26,17.26,17.48,5.64,4.79,0.06,62.81,10.9,4.17,4.79
26.5,32.5,2024,26,17.56,18.47,5.96,5.71,0.0,54.25,11.21,3.95,5.71
27.5,27.5,2024,26,16.48,17.4,6.06,4.75,0.49,66.62,11.32,4.62,4.75
27.5,32.5,2024,26,17.08,16.05,6.57,5.53,0.01,63.99,9.8,4.46,5.53
28.5,27.5,2024,26,15.62,17.83,6.0,5.41,1.99,69.93,11.87,4.55,5.41
28.5,32.5,2024,26,15.07,15.99,6.17,6.37,0.36,65.86,10.45,4.58,6.37
29.5,27.5,2024,26,12.16,20.32,5.76,6.0,0.67,64.57,13.39,3.56,6.0
29.5,32.5,2024,26,14.01,18.35,5.29,10.17,4.13,67.94,14.3,4.57,10.17
30.5,27.5,2024,26,12.62,17.66,6.68,7.64,0.89,71.23,12.66,4.72,7.64
30.5,32.5,2024,26,11.96,18.39,5.75,9.07,13.9,75.44,13.42,3.97,9.07
31.5,27.5,2024,26,10.08,18.04,8.42,16.17,3.51,71.38,16.94,7.27,16.17
31.5,32.5,2024,26,11.13,18.0,8.3,16.91,14.67,69.83,17.46,7.83,16.91
23.5,27.5,2024,27,17.86,18.55,5.12,4.85,0.0,60.93,10.72,3.3,4.85
23.5,32.5,2024,27,17.52,21.59,4.65,8.28,0.0,50.26,14.57,3.69,8.28
24.5,27.5,2024,27,17.32,17.2,5.58,5.4,0.01,65.01,10.4,3.56,5.4
24.5,32.5,2024,27,18.02,21.03,5.01,7.74,0.0,53.69,13.55,3.8,7.74
25.5,27.5,2024,27,16.66,17.79,5.21,7.68,0.3,65.53,11.75,3.38,7.68
25.5,32.5,2024,27,17.26,20.75,5.12,6.53,0.0,55.66,12.95,3.54,6.53
26.5,27.5,2024,27,16.14,18.76,4.63,8.46,0.51,69.9,12.66,3.16,8.46
26.5,32.5,2024,27,16.71,19.51,5.33,6.18,0.0,59.34,12.04,3.26,6.18
27.5,27.5,2024,27,15.18,18.17,4.92,8.06,3.6,72.16,12.73,3.25,8.06
27.5,32.5,2024,27,16.31,16.8,6.18,6.48,0.22,66.67,10.51,3.71,6.48
28.5,27.5,2024,27,16.11,18.14,4.27,8.19,2.13,70.7,12.59,2.85,8.19
28.5,32.5,2024,27,12.61,16.18,6.17,6.61,1.44,67.71,10.6,3.65,6.61
29.5,27.5,2024,27,16.04,20.5,3.7,8.07,0.25,62.51,13.9,2.23,8.07
29.5,32.5,2024,27,12.21,16.95,6.04,11.12,2.68,68.47,13.93,4.04,11.12
30.5,27.5,2024,27,14.12,17.82,4.67,8.25,0.08,66.95,12.22,3.03,8.25
30.5,32.5,2024,27,12.12,16.73,5.94,7.97,6.89,72.81,12.09,3.2,7.97
31.5,27.5,2024,27,12.69,16.84,6.44,15.65,0.14,63.59,16.19,5.45,15.65
31.5,32.5,2024,27,8.98,17.22,9.16,16.3,13.76,65.62,16.73,7.66,16.3
23.5,27.5,2024,28,18.37,17.84,3.71,5.94,0.0,54.49,11.45,2.38,5.94
23.5,32.5,2024,28,16.97,20.81,3.69,8.54,0.0,45.15,14.5,2.86,8.54
24.5,27.5,2024,28,18.55,17.09,3.59,4.25,0.0,60.03,10.18,2.58,4.25
24.5,32.5,2024,28,17.94,20.52,3.39,7.48,0.0,43.98,13.33,2.63,7.48
25.5,27.5,2024,28,18.5,17.24,4.07,4.72,0.0,63.18,10.48,2.37,4.72
25.5,32.5,2024,28,18.03,20.15,3.59,5.62,0.0,46.96,12.67,2.6,5.62
26.5,27.5,2024,28,17.93,17.79,3.6,4.8,0.0,63.21,10.79,2.13,4.8
26.5,32.5,2024,28,17.61,19.54,3.67,5.49,0.0,49.13,11.85,2.44,5.49
27.5,27.5,2024,28,16.96,17.62,3.6,4.48,0.0,68.79,10.58,2.22,4.48
27.5,32.5,2024,28,17.61,16.9,4.22,4.19,0.0,55.74,9.85,2.65,4.19
28.5,27.5,2024,28,15.91,17.95,3.86,5.09,0.0,67.91,11.17,2.17,5.09
28.5,32.5,2024,28,15.85,16.09,3.3,4.76,0.01,63.5,9.52,2.11,4.76
29.5,27.5,2024,28,13.43,19.44,2.58,6.69,0.01,58.25,12.66,1.48,6.69
29.5,32.5,2024,28,14.33,16.98,2.94,10.12,0.16,64.01,13.27,2.47,10.12
30.5,27.5,2024,28,12.99,16.01,2.94,6.99,0.26,66.92,11.06,1.7,6.99
30.5,32.5,2024,28,11.34,17.27,2.77,8.08,2.44,65.51,12.4,1.81,8.08
31.5,27.5,2024,28,11.37,16.63,4.57,15.65,1.39,59.66,16.1,3.77,15.65
31.5,32.5,2024,28,6.99,16.67,5.83,15.76,19.05,68.68,16.13,5.08,15.76
23.5,27.5,2024,29,19.6,17.71,4.76,5.05,0.0,51.74,10.77,3.39,5.05
23.5,32.5,2024,29,18.86,20.49,4.1,10.49,0.0,40.07,14.4,3.13,10.49
24.5,27.5,2024,29,19.23,16.47,5.17,3.88,0.0,58.72,9.71,3.53,3.88
24.5,32.5,2024,29,18.12,20.53,4.3,8.99,0.0,40.34,13.68,3.14,8.99
25.5,27.5,2024,29,18.3,17.06,5.31,4.36,0.0,59.77,10.24,3.47,4.36
25.5,32.5,2024,29,18.04,20.27,4.76,6.89,0.0,44.1,12.86,3.09,6.89
26.5,27.5,2024,29,17.4,17.36,5.66,4.77,0.01,61.31,10.53,3.42,4.77
26.5,32.5,2024,29,17.74,19.23,4.86,5.93,0.0,48.05,11.84,2.99,5.93
27.5,27.5,2024,29,17.26,16.76,6.05,4.36,0.02,67.98,10.09,3.41,4.36
27.5,32.5,2024,29,17.82,16.35,5.52,4.28,0.0,56.57,9.71,3.43,4.28
28.5,27.5,2024,29,16.39,16.68,5.14,5.26,0.09,64.0,10.68,2.96,5.26
28.5,32.5,2024,29,16.84,15.65,4.82,4.02,0.04,65.27,9.14,3.03,4.02
29.5,27.5,2024,29,12.68,17.91,5.87,6.88,0.66,62.42,11.67,2.72,6.88
29.5,32.5,2024,29,15.44,16.83,4.34,10.0,1.05,68.91,12.89,3.16,10.0
30.5,27.5,2024,29,12.09,14.18,7.09,6.42,2.96,72.72,9.71,4.0,6.42
30.5,32.5,2024,29,13.23,17.21,4.41,7.54,5.53,76.02,12.06,2.88,7.54
31.5,27.5,2024,29,11.3,15.28,9.2,13.17,6.36,68.92,14.37,7.55,13.17
31.5,32.5,2024,29,9.79,16.25,8.93,15.24,19.99,69.61,15.95,5.83,15.24
23.5,27.5,2024,30,19.83,15.38,5.05,3.49,0.0,54.07,8.91,3.32,3.49
23.5,32.5,2024,30,19.67,19.55,5.47,7.31,0.0,43.21,12.98,3.69,7.31
24.5,27.5,2024,30,19.25,14.36,4.84,2.69,0.0,57.61,7.96,3.04,2.69
24.5,32.5,2024,30,19.29,18.29,5.36,5.89,0.0,45.49,11.53,3.74,5.89
25.5,27.5,2024,30,18.75,14.92,4.25,4.04,0.0,58.29,8.65,2.7,4.04
25.5,32.5,2024,30,18.45,18.14,5.27,5.2,0.0,48.56,10.99,3.6,5.2
26.5,27.5,2024,30,18.23,15.4,4.86,3.93,0.01,57.7,9.38,2.62,3.93
26.5,32.5,2024,30,18.18,16.93,5.25,5.15,0.0,51.9,10.03,3.66,5.15
27.5,27.5,2024,30,17.85,14.68,4.97,3.32,0.0,61.15,8.61,2.52,3.32
27.5,32.5,2024,30,17.99,14.01,5.81,3.78,0.01,58.47,7.86,4.06,3.78
28.5,27.5,2024,30,17.15,15.04,5.57,3.46,0.0,62.12,8.68,2.82,3.46
28.5,32.5,2024,30,15.94,13.5,5.87,3.25,0.06,61.61,7.48,3.9,3.25
29.5,27.5,2024,30,15.63,16.59,5.98,4.21,0.0,59.24,9.96,3.09,4.21
29.5,32.5,2024,30,14.75,15.42,5.8,7.97,0.1,64.3,11.28,4.3,7.97
30.5,27.5,2024,30,14.27,13.68,6.54,4.61,0.44,64.89,8.3,3.84,4.61
30.5,32.5,2024,30,13.23,15.59,6.94,5.32,0.39,67.62,10.19,3.94,5.32
31.5,27.5,2024,30,10.98,14.73,9.26,13.08,2.73,65.45,13.91,7.81,13.08
31.5,32.5,2024,30,10.77,16.06,10.12,14.12,5.67,67.5,15.15,8.93,14.12
23.5,27.5,2024,31,19.82,16.27,5.76,2.56,0.0,46.52,9.02,3.71,2.56
23.5,32.5,2024,31,20.22,18.5,5.83,5.71,0.0,37.01,11.58,3.9,5.71
24.5,27.5,2024,31,18.24,14.82,7.24,1.94,0.0,53.62,7.74,3.91,1.94
24.5,32.5,2024,31,19.74,17.65,5.46,4.66,0.0,37.35,10.44,3.6,4.66
25.5,27.5,2024,31,17.38,13.7,8.0,2.66,0.11,56.11,7.85,4.12,2.66
25.5,32.5,2024,31,18.68,17.04,5.34,3.09,0.04,41.66,9.64,3.3,3.09
26.5,27.5,2024,31,17.4,12.98,7.7,3.46,2.65,57.72,8.06,4.05,3.46
26.5,32.5,2024,31,18.4,16.23,5.19,2.96,2.09,47.04,9.08,3.2,2.96
27.5,27.5,2024,31,16.76,11.38,6.95,3.81,12.99,66.22,7.26,3.98,3.81
27.5,32.5,2024,31,17.67,13.69,5.39,1.62,8.4,55.65,7.3,3.39,1.62
28.5,27.5,2024,31,15.23,11.73,6.74,4.8,12.72,69.03,7.58,4.16,4.8
28.5,32.5,2024,31,15.57,13.47,4.59,1.62,2.07,61.5,7.27,3.03,1.62
29.5,27.5,2024,31,14.46,14.14,6.07,5.28,12.51,67.44,9.16,3.72,5.28
29.5,32.5,2024,31,14.81,15.02,3.88,7.19,11.43,64.79,10.95,2.87,7.19
30.5,27.5,2024,31,14.93,12.43,6.15,4.59,4.64,76.63,8.15,3.85,4.59
30.5,32.5,2024,31,14.19,16.21,3.92,4.02,2.44,67.41,9.76,2.54,4.02
31.5,27.5,2024,31,10.31,14.53,6.64,11.3,21.82,74.77,13.26,5.92,11.3
31.5,32.5,2024,31,14.14,16.11,7.06,13.22,3.72,66.44,14.72,5.9,13.22
23.5,27.5,2024,32,19.15,15.0,6.64,1.4,0.0,53.69,7.6,4.32,1.4
