LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,T2M_MAX,WS2M_MAX,T2M_MIN_x,PRECTOTCORR,RH2M,T2M,WS2M,T2M_MIN_y
23.5,27.5,2024,312,19.58,24.71,5.19,11.73,0.0,49.38,17.59,3.89,11.73
23.5,32.5,2024,312,19.49,30.04,4.24,15.26,0.0,39.65,22.09,3.0,15.26
24.5,27.5,2024,312,19.05,23.96,5.03,11.22,0.0,53.9,17.0,3.63,11.22
24.5,32.5,2024,312,19.29,29.68,4.13,14.35,0.0,41.56,21.12,2.86,14.35
25.5,27.5,2024,312,18.16,24.44,4.54,11.87,0.0,54.79,17.74,3.27,11.87
25.5,32.5,2024,312,18.44,29.79,3.72,13.71,0.0,46.32,20.78,2.61,13.71
26.5,27.5,2024,312,17.72,25.39,4.09,12.56,0.0,57.92,18.63,3.05,12.56
26.5,32.5,2024,312,18.0,30.23,2.89,13.63,0.0,43.66,21.17,1.82,13.63
27.5,27.5,2024,312,16.56,25.5,4.11,12.92,0.0,62.1,18.92,3.15,12.92
27.5,32.5,2024,312,17.31,29.03,4.14,12.94,0.0,53.5,20.57,2.38,12.94
28.5,27.5,2024,312,16.19,25.75,4.74,13.27,0.11,65.01,19.45,2.92,13.27
28.5,32.5,2024,312,16.44,27.36,4.99,14.87,0.02,67.15,20.2,4.23,14.87
29.5,27.5,2024,312,15.34,28.11,6.04,16.33,0.44,62.04,21.79,3.68,16.33
29.5,32.5,2024,312,15.55,27.96,5.45,18.51,0.02,72.42,22.25,4.5,18.51
30.5,27.5,2024,312,13.96,24.09,5.97,16.67,1.94,71.93,19.71,4.39,16.67
30.5,32.5,2024,312,15.54,28.79,5.83,18.56,0.02,74.66,22.26,3.99,18.56
31.5,27.5,2024,312,6.72,22.53,6.48,21.12,2.96,74.36,21.8,6.08,21.12
31.5,32.5,2024,312,14.08,24.18,8.23,23.63,0.0,76.52,23.92,6.95,23.63
23.5,27.5,2024,313,19.08,25.69,5.04,12.16,0.0,53.16,18.46,3.86,12.16
23.5,32.5,2024,313,19.36,30.94,3.49,15.24,0.0,37.21,22.62,2.38,15.24
24.5,27.5,2024,313,18.53,24.5,5.05,11.7,0.0,61.23,17.8,3.84,11.7
24.5,32.5,2024,313,19.2,30.61,2.66,14.36,0.0,39.78,21.67,1.81,14.36
25.5,27.5,2024,313,17.85,24.7,4.63,12.36,0.0,65.47,18.23,3.57,12.36
25.5,32.5,2024,313,18.09,31.24,2.79,14.21,0.0,42.88,21.77,1.56,14.21
26.5,27.5,2024,313,17.02,25.45,4.76,13.72,0.02,65.34,19.15,3.77,13.72
26.5,32.5,2024,313,17.33,30.6,3.63,15.25,0.0,44.15,22.25,1.81,15.25
27.5,27.5,2024,313,16.79,25.07,5.39,14.57,0.22,65.72,19.6,4.4,14.57
27.5,32.5,2024,313,17.18,28.46,4.34,15.11,0.0,52.88,20.89,2.99,15.11
28.5,27.5,2024,313,16.11,24.75,5.12,14.53,0.44,68.14,19.59,3.82,14.53
28.5,32.5,2024,313,16.61,25.98,4.7,15.82,0.01,66.97,19.63,3.97,15.82
29.5,27.5,2024,313,15.0,26.33,5.5,16.54,0.11,63.78,20.94,3.9,16.54
29.5,32.5,2024,313,15.76,26.46,4.97,18.55,0.04,71.47,21.74,4.34,18.55
30.5,27.5,2024,313,14.52,22.23,5.39,15.82,0.86,71.01,18.41,3.98,15.82
30.5,32.5,2024,313,14.61,27.35,5.17,17.48,0.03,75.03,21.44,3.16,17.48
31.5,27.5,2024,313,11.44,21.07,5.46,20.17,3.15,72.91,20.53,4.88,20.17
31.5,32.5,2024,313,13.22,23.72,6.26,23.29,0.01,73.56,23.63,5.47,23.29
23.5,27.5,2024,314,18.66,24.32,5.82,13.05,0.0,56.98,18.2,4.27,13.05
23.5,32.5,2024,314,18.85,31.17,4.33,15.26,0.0,37.28,22.78,2.66,15.26
24.5,27.5,2024,314,17.34,22.96,5.24,12.35,0.0,60.28,17.47,4.11,12.35
24.5,32.5,2024,314,18.08,30.68,4.18,14.49,0.0,41.91,21.66,2.58,14.49
25.5,27.5,2024,314,17.22,22.53,4.47,12.73,0.02,60.11,17.81,3.75,12.73
25.5,32.5,2024,314,17.6,30.0,4.03,14.29,0.0,45.97,21.44,2.57,14.29
26.5,27.5,2024,314,17.28,22.76,4.22,14.04,0.02,58.25,18.27,3.32,14.04
26.5,32.5,2024,314,17.03,29.89,4.0,14.66,0.0,51.06,21.47,2.7,14.66
27.5,27.5,2024,314,16.21,22.32,4.77,14.18,0.09,59.22,17.91,3.42,14.18
27.5,32.5,2024,314,16.88,27.83,3.7,14.52,0.0,57.82,19.95,2.89,14.52
28.5,27.5,2024,314,15.33,22.27,4.69,13.9,0.46,59.78,18.27,2.92,13.9
28.5,32.5,2024,314,15.75,26.09,4.62,15.05,0.02,65.84,19.15,3.01,15.05
29.5,27.5,2024,314,14.71,24.14,3.89,14.93,0.43,57.74,19.57,2.68,14.93
29.5,32.5,2024,314,14.22,25.1,3.96,18.12,0.05,70.87,20.97,3.23,18.12
30.5,27.5,2024,314,12.88,21.18,4.32,14.46,0.44,62.95,17.62,2.71,14.46
30.5,32.5,2024,314,14.02,26.4,2.84,17.89,0.12,69.98,21.23,1.89,17.89
31.5,27.5,2024,314,11.53,21.03,4.9,19.95,1.11,65.89,20.47,4.19,19.95
31.5,32.5,2024,314,12.93,23.72,4.74,22.99,0.21,71.0,23.3,3.41,22.99
23.5,27.5,2024,315,19.32,23.1,5.45,11.9,0.0,49.28,16.76,3.76,11.9
23.5,32.5,2024,315,18.24,28.7,5.43,16.01,0.0,43.21,21.8,4.47,16.01
24.5,27.5,2024,315,18.5,21.84,4.84,10.97,0.0,51.1,15.79,3.23,10.97
24.5,32.5,2024,315,18.02,27.74,5.63,15.01,0.0,43.8,20.43,4.39,15.01
25.5,27.5,2024,315,18.0,22.32,4.8,12.43,0.0,47.72,16.66,2.85,12.43
25.5,32.5,2024,315,17.49,26.64,5.68,14.53,0.0,45.81,19.81,4.14,14.53
26.5,27.5,2024,315,17.58,22.92,4.38,13.22,0.0,44.12,17.48,2.7,13.22
26.5,32.5,2024,315,17.18,25.56,5.67,14.31,0.0,47.92,19.05,3.97,14.31
27.5,27.5,2024,315,16.79,23.12,4.61,13.13,0.0,45.79,17.22,2.81,13.13
27.5,32.5,2024,315,16.44,22.53,5.7,12.63,0.0,54.44,16.79,3.97,12.63
28.5,27.5,2024,315,16.42,23.34,4.79,14.24,0.01,48.14,18.13,2.4,14.24
28.5,32.5,2024,315,15.69,21.98,5.64,12.67,0.0,57.47,16.37,3.6,12.67
29.5,27.5,2024,315,15.62,25.2,4.83,15.2,0.03,50.58,19.39,2.43,15.2
29.5,32.5,2024,315,14.12,24.0,4.68,16.57,0.0,63.06,19.75,3.39,16.57
30.5,27.5,2024,315,15.17,22.07,5.84,13.39,0.16,57.6,17.14,3.18,13.39
30.5,32.5,2024,315,13.72,25.02,5.72,14.99,0.01,63.72,19.5,2.96,14.99
31.5,27.5,2024,315,12.42,22.08,5.85,20.17,0.54,59.68,21.22,4.81,20.17
31.5,32.5,2024,315,12.86,23.64,8.16,21.93,0.04,68.1,22.81,5.88,21.93
23.5,27.5,2024,316,20.05,22.59,3.8,9.43,0.0,39.83,15.57,2.78,9.43
23.5,32.5,2024,316,18.96,27.82,5.52,14.44,0.0,36.35,20.64,3.84,14.44
24.5,27.5,2024,316,19.6,22.06,3.31,9.11,0.0,43.23,14.97,2.24,9.11
24.5,32.5,2024,316,18.81,26.89,4.98,12.58,0.0,36.26,19.0,3.68,12.58
25.5,27.5,2024,316,18.7,22.59,3.1,10.94,0.0,43.56,15.92,1.89,10.94
25.5,32.5,2024,316,18.27,27.25,4.69,12.26,0.0,36.4,19.12,3.44,12.26
26.5,27.5,2024,316,17.15,23.27,2.98,11.77,0.0,46.06,16.71,1.74,11.77
26.5,32.5,2024,316,17.94,26.69,4.41,11.77,0.0,38.89,18.59,3.41,11.77
27.5,27.5,2024,316,16.65,23.15,3.28,11.06,0.0,51.31,16.58,1.89,11.06
27.5,32.5,2024,316,17.63,24.7,4.49,10.62,0.0,44.04,16.83,3.38,10.62
28.5,27.5,2024,316,15.78,22.91,3.22,11.75,0.0,54.35,16.8,1.81,11.75
28.5,32.5,2024,316,16.66,22.92,4.69,10.42,0.0,51.53,16.09,3.09,10.42
29.5,27.5,2024,316,13.86,23.76,2.73,14.15,0.01,52.93,18.13,1.25,14.15
29.5,32.5,2024,316,14.85,23.49,4.28,15.13,0.0,58.65,19.12,2.93,15.13
30.5,27.5,2024,316,11.99,21.45,2.94,11.46,0.05,64.81,15.97,1.82,11.46
30.5,32.5,2024,316,13.7,24.71,3.02,12.99,0.0,62.89,18.56,1.92,12.99
31.5,27.5,2024,316,9.82,22.1,3.78,20.44,0.13,58.15,21.26,2.81,20.44
31.5,32.5,2024,316,12.43,22.42,5.84,21.61,0.11,70.07,22.06,4.81,21.61
23.5,27.5,2024,317,19.11,23.53,4.28,9.56,0.0,43.29,15.93,3.21,9.56
23.5,32.5,2024,317,18.65,29.37,4.53,13.7,0.0,34.52,21.18,3.25,13.7
24.5,27.5,2024,317,18.84,22.79,3.85,8.98,0.0,49.03,15.25,2.69,8.98
24.5,32.5,2024,317,18.62,28.78,4.5,12.38,0.0,34.95,19.74,3.13,12.38
25.5,27.5,2024,317,18.05,22.98,3.77,9.93,0.0,51.43,15.88,2.28,9.93
25.5,32.5,2024,317,18.3,29.09,3.21,11.51,0.0,37.85,19.48,2.36,11.51
26.5,27.5,2024,317,17.26,23.79,3.58,10.89,0.0,52.67,16.75,2.22,10.89
26.5,32.5,2024,317,17.78,28.67,4.0,12.38,0.0,45.07,19.67,2.82,12.38
27.5,27.5,2024,317,17.02,24.07,3.69,11.52,0.0,54.66,17.16,2.27,11.52
27.5,32.5,2024,317,17.4,26.38,5.41,11.65,0.0,58.89,17.86,3.74,11.65
28.5,27.5,2024,317,16.41,23.92,3.64,12.8,0.0,55.2,17.74,1.93,12.8
28.5,32.5,2024,317,16.66,22.7,6.07,12.85,0.0,72.41,16.82,4.76,12.85
29.5,27.5,2024,317,16.0,25.79,3.07,13.54,0.0,54.97,19.18,1.78,13.54
29.5,32.5,2024,317,15.98,24.36,5.85,15.99,0.0,75.42,19.51,4.59,15.99
30.5,27.5,2024,317,15.6,23.64,2.99,13.59,0.0,66.52,17.58,1.59,13.59
30.5,32.5,2024,317,14.97,24.95,5.07,14.89,0.0,77.73,19.21,2.67,14.89
31.5,27.5,2024,317,13.85,22.02,2.84,20.44,0.0,64.8,21.04,1.61,20.44
31.5,32.5,2024,317,12.91,22.08,5.33,21.52,0.03,77.63,21.76,4.28,21.52
23.5,27.5,2024,318,18.98,24.21,5.78,10.57,0.0,48.89,16.83,4.25,10.57
23.5,32.5,2024,318,18.77,31.09,4.66,15.0,0.0,37.02,22.33,3.38,15.0
24.5,27.5,2024,318,18.4,23.3,5.68,9.64,0.0,55.23,15.94,3.73,9.64
24.5,32.5,2024,318,18.52,30.31,4.4,13.9,0.0,38.84,20.86,3.32,13.9
25.5,27.5,2024,318,17.95,23.71,5.67,10.16,0.0,56.93,16.44,3.41,10.16
25.5,32.5,2024,318,18.16,30.3,3.19,12.23,0.0,45.6,20.3,2.29,12.23
26.5,27.5,2024,318,17.26,24.67,5.61,11.23,0.0,58.0,17.28,3.42,11.23
26.5,32.5,2024,318,17.61,29.88,4.63,12.88,0.0,53.18,20.41,3.25,12.88
27.5,27.5,2024,318,17.01,24.86,5.74,11.88,0.0,59.79,17.73,3.45,11.88
27.5,32.5,2024,318,17.4,26.8,5.44,13.01,0.0,65.56,18.47,4.7,13.01
28.5,27.5,2024,318,16.09,24.57,5.52,12.24,0.0,64.95,17.88,3.15,12.24
28.5,32.5,2024,318,16.49,23.11,6.97,14.5,0.0,75.39,17.69,6.17,14.5
29.5,27.5,2024,318,15.3,27.32,5.46,13.31,0.0,66.28,19.66,2.95,13.31
29.5,32.5,2024,318,15.49,24.94,6.88,17.23,0.0,76.32,20.23,5.53,17.23
30.5,27.5,2024,318,15.01,24.68,5.66,13.22,0.0,76.11,17.9,2.74,13.22
30.5,32.5,2024,318,14.47,25.24,5.95,16.91,0.0,74.93,20.12,3.53,16.91
31.5,27.5,2024,318,13.77,22.51,4.13,20.58,0.0,70.09,21.48,2.59,20.58
31.5,32.5,2024,318,13.71,22.3,5.67,21.57,0.0,76.92,22.0,4.77,21.57
23.5,27.5,2024,319,18.75,24.41,5.44,11.34,0.0,47.1,16.99,4.13,11.34
23.5,32.5,2024,319,18.86,31.2,4.81,15.11,0.0,35.46,22.4,3.16,15.11
24.5,27.5,2024,319,18.58,23.33,5.31,10.09,0.0,50.55,15.97,3.71,10.09
24.5,32.5,2024,319,18.6,29.83,4.02,13.55,0.0,42.58,20.76,2.48,13.55
25.5,27.5,2024,319,17.63,23.73,5.06,10.19,0.0,55.04,16.26,3.3,10.19
25.5,32.5,2024,319,17.75,30.03,3.22,12.59,0.0,49.87,20.33,2.02,12.59
26.5,27.5,2024,319,17.74,24.71,5.08,10.62,0.0,59.99,17.14,3.3,10.62
26.5,32.5,2024,319,17.19,29.81,4.3,13.29,0.0,52.45,20.48,2.63,13.29
27.5,27.5,2024,319,17.22,25.44,5.52,11.23,0.0,63.21,17.88,3.62,11.23
27.5,32.5,2024,319,16.99,26.71,6.79,13.45,0.0,60.54,18.69,4.44,13.45
28.5,27.5,2024,319,16.51,25.33,5.09,12.27,0.0,67.13,18.08,2.93,12.27
28.5,32.5,2024,319,16.26,23.41,7.43,14.29,0.0,70.28,17.6,5.65,14.29
29.5,27.5,2024,319,15.94,27.55,3.98,14.24,0.0,65.06,20.07,2.42,14.24
29.5,32.5,2024,319,15.77,24.93,5.9,16.92,0.0,72.48,20.03,5.01,16.92
30.5,27.5,2024,319,15.22,25.47,3.89,13.82,0.0,72.14,18.61,2.57,13.82
30.5,32.5,2024,319,14.55,25.47,4.4,15.09,0.0,76.18,19.35,2.62,15.09
31.5,27.5,2024,319,13.82,23.26,4.62,21.47,0.0,71.65,22.12,3.29,21.47
31.5,32.5,2024,319,13.32,22.12,4.26,21.62,0.0,77.6,21.9,3.52,21.62
23.5,27.5,2024,320,18.63,24.88,5.59,11.35,0.0,47.36,17.39,4.33,11.35
23.5,32.5,2024,320,18.52,31.77,5.36,14.88,0.0,32.68,22.52,2.94,14.88
24.5,27.5,2024,320,18.19,23.68,5.62,10.61,0.0,51.65,16.45,4.03,10.61
24.5,32.5,2024,320,18.21,31.16,4.87,13.76,0.0,35.88,21.27,2.85,13.76
25.5,27.5,2024,320,16.85,24.22,5.57,11.22,0.0,52.96,17.04,3.81,11.22
25.5,32.5,2024,320,17.56,29.69,3.71,12.66,0.0,43.72,20.14,2.77,12.66
26.5,27.5,2024,320,17.03,25.35,5.5,12.31,0.0,54.09,18.15,3.9,12.31
26.5,32.5,2024,320,17.24,29.06,4.04,12.84,0.0,47.94,19.82,2.89,12.84
27.5,27.5,2024,320,17.24,25.35,5.43,12.51,0.0,57.49,18.33,3.71,12.51
27.5,32.5,2024,320,17.36,27.25,4.52,11.52,0.0,54.81,18.41,3.07,11.52
28.5,27.5,2024,320,16.64,25.38,4.47,12.41,0.0,60.93,18.12,2.8,12.41
28.5,32.5,2024,320,16.53,24.22,5.6,13.31,0.0,68.02,17.35,4.39,13.31
29.5,27.5,2024,320,15.87,27.7,3.87,13.91,0.0,59.59,19.94,2.44,13.91
29.5,32.5,2024,320,15.72,24.62,6.03,16.2,0.0,71.99,19.55,4.78,16.2
30.5,27.5,2024,320,15.36,24.98,4.04,13.91,0.0,64.99,18.33,2.63,13.91
30.5,32.5,2024,320,15.4,25.72,5.42,14.62,0.0,74.73,19.05,2.89,14.62
31.5,27.5,2024,320,13.82,23.53,5.02,21.32,0.0,64.38,22.19,3.58,21.32
31.5,32.5,2024,320,13.9,22.69,5.7,22.03,0.0,74.94,22.32,4.76,22.03
23.5,27.5,2024,321,18.7,24.04,6.57,11.59,0.0,42.24,16.95,4.83,11.59
23.5,32.5,2024,321,18.35,29.61,5.31,15.05,0.0,37.6,21.69,3.75,15.05
24.5,27.5,2024,321,18.24,23.06,5.69,10.34,0.0,44.66,15.92,4.17,10.34
24.5,32.5,2024,321,18.03,28.31,5.21,14.27,0.0,37.37,20.29,3.99,14.27
25.5,27.5,2024,321,17.25,23.58,4.95,10.41,0.0,42.85,16.39,3.45,10.41
25.5,32.5,2024,321,17.87,28.5,4.5,12.96,0.0,40.69,19.63,3.23,12.96
26.5,27.5,2024,321,17.67,24.54,4.63,10.94,0.0,40.73,17.05,2.9,10.94
26.5,32.5,2024,321,17.49,27.84,5.21,12.43,0.0,48.91,19.18,3.59,12.43
27.5,27.5,2024,321,17.32,24.63,4.23,11.41,0.0,42.44,17.14,2.39,11.41
27.5,32.5,2024,321,17.25,24.79,6.63,12.38,0.0,58.96,17.29,4.6,12.38
28.5,27.5,2024,321,16.78,24.67,3.56,12.85,0.0,42.78,17.59,1.9,12.85
28.5,32.5,2024,321,16.56,22.22,6.56,12.97,0.0,69.43,16.66,4.74,12.97
29.5,27.5,2024,321,15.93,26.93,4.25,14.19,0.0,44.7,19.46,2.02,14.19
29.5,32.5,2024,321,15.98,24.3,5.01,15.62,0.0,70.43,19.19,3.6,15.62
30.5,27.5,2024,321,14.89,24.67,5.67,11.84,0.0,52.6,17.57,2.67,11.84
30.5,32.5,2024,321,15.24,26.06,3.95,14.78,0.0,69.07,19.11,2.13,14.78
31.5,27.5,2024,321,13.39,23.65,7.11,19.42,0.0,64.94,21.4,5.73,19.42
31.5,32.5,2024,321,13.66,22.93,5.26,22.05,0.0,65.62,22.58,2.92,22.05
23.5,27.5,2024,322,18.71,23.79,6.14,10.85,0.0,35.48,16.57,4.09,10.85
23.5,32.5,2024,322,18.45,28.79,5.63,15.14,0.0,34.45,21.33,4.28,15.14
24.5,27.5,2024,322,18.67,22.87,5.86,9.78,0.0,41.18,15.7,3.72,9.78
24.5,32.5,2024,322,18.29,27.83,5.09,13.63,0.0,35.83,19.75,3.9,13.63
25.5,27.5,2024,322,17.39,23.37,5.4,10.35,0.0,43.02,16.21,3.41,10.35
25.5,32.5,2024,322,17.89,28.08,4.86,12.44,0.0,39.12,19.35,3.54,12.44
26.5,27.5,2024,322,17.12,23.72,6.07,11.48,0.0,43.88,16.63,3.48,11.48
26.5,32.5,2024,322,17.43,27.48,5.33,12.49,0.0,40.93,19.05,3.55,12.49
27.5,27.5,2024,322,15.99,23.32,6.65,12.25,0.0,45.64,16.56,3.7,12.25
27.5,32.5,2024,322,17.06,25.22,5.6,11.46,0.0,44.52,17.42,3.69,11.46
28.5,27.5,2024,322,15.41,22.74,6.1,12.94,0.0,49.2,17.15,3.81,12.94
28.5,32.5,2024,322,16.57,24.28,4.81,11.24,0.0,50.01,16.93,3.12,11.24
29.5,27.5,2024,322,14.81,24.9,5.86,13.42,0.0,51.54,18.58,3.29,13.42
29.5,32.5,2024,322,15.65,25.44,3.29,15.89,0.0,54.91,19.81,2.1,15.89
30.5,27.5,2024,322,15.37,22.28,6.68,11.94,0.0,69.61,16.62,4.04,11.94
30.5,32.5,2024,322,13.97,26.63,4.33,12.84,0.01,59.26,18.98,2.57,12.84
31.5,27.5,2024,322,10.25,21.22,7.89,19.76,0.12,73.07,20.42,6.66,19.76
31.5,32.5,2024,322,12.67,23.42,6.52,20.35,0.23,69.99,21.86,5.07,20.35
23.5,27.5,2024,323,18.26,22.72,5.15,10.37,0.0,51.95,15.8,3.75,10.37
23.5,32.5,2024,323,18.33,26.83,5.45,14.67,0.0,35.81,20.02,4.23,14.67
24.5,27.5,2024,323,17.72,21.63,5.21,9.69,0.0,53.48,14.92,3.42,9.69
24.5,32.5,2024,323,17.96,25.76,5.07,12.82,0.0,38.37,18.42,3.83,12.82
25.5,27.5,2024,323,16.89,21.97,4.93,10.02,0.0,52.4,15.27,3.06,10.02
25.5,32.5,2024,323,17.46,25.44,4.73,11.71,0.0,41.19,17.91,3.54,11.71
26.5,27.5,2024,323,16.99,22.52,5.06,10.13,0.0,52.87,15.56,3.08,10.13
26.5,32.5,2024,323,16.9,24.65,4.95,11.38,0.0,42.94,17.27,3.31,11.38
27.5,27.5,2024,323,16.41,22.52,5.17,10.12,0.0,52.48,15.68,3.18,10.12
27.5,32.5,2024,323,16.82,22.08,5.17,10.04,0.0,48.67,15.39,3.37,10.04
28.5,27.5,2024,323,15.75,22.51,5.23,10.73,0.0,56.42,16.02,2.95,10.73
28.5,32.5,2024,323,16.15,21.61,4.4,9.77,0.0,54.36,14.98,2.76,9.77
29.5,27.5,2024,323,15.13,24.53,5.57,12.1,0.01,57.4,17.72,2.93,12.1
29.5,32.5,2024,323,15.61,23.07,3.48,14.79,0.01,61.28,18.54,2.59,14.79
30.5,27.5,2024,323,14.56,21.71,5.37,11.77,0.03,70.44,16.03,3.45,11.77
30.5,32.5,2024,323,13.93,24.42,3.82,12.67,0.12,65.95,18.36,2.37,12.67
31.5,27.5,2024,323,9.96,21.93,7.0,19.57,0.26,70.09,20.7,6.26,19.57
31.5,32.5,2024,323,10.16,21.74,5.86,21.07,0.74,71.71,21.39,5.35,21.07
23.5,27.5,2024,324,18.06,21.83,5.79,10.27,0.0,45.13,15.1,3.83,10.27
23.5,32.5,2024,324,18.7,25.69,5.15,12.52,0.0,39.83,18.77,3.82,12.52
24.5,27.5,2024,324,17.39,21.34,5.26,9.65,0.0,49.28,14.44,3.32,9.65
24.5,32.5,2024,324,18.38,25.01,4.5,11.36,0.0,41.09,17.64,3.65,11.36
25.5,27.5,2024,324,16.44,22.15,4.51,9.02,0.0,51.85,14.98,2.77,9.02
25.5,32.5,2024,324,17.48,25.93,3.83,10.79,0.0,43.19,17.74,3.08,10.79
26.5,27.5,2024,324,16.18,23.29,4.0,9.61,0.0,53.26,15.8,2.44,9.61
26.5,32.5,2024,324,16.91,25.3,4.21,11.01,0.0,45.05,17.45,3.09,11.01
27.5,27.5,2024,324,15.53,23.56,4.24,9.83,0.0,55.7,16.11,2.52,9.83
27.5,32.5,2024,324,16.34,22.9,4.64,9.87,0.0,50.53,15.65,3.01,9.87
28.5,27.5,2024,324,14.95,23.83,4.73,10.92,0.0,55.71,16.61,2.84,10.92
28.5,32.5,2024,324,15.63,22.1,4.21,9.92,0.0,56.99,15.2,2.49,9.92
29.5,27.5,2024,324,14.37,26.33,4.68,11.97,0.0,50.5,18.23,2.72,11.97
29.5,32.5,2024,324,14.64,23.79,3.48,15.22,0.01,62.23,19.1,2.43,15.22
30.5,27.5,2024,324,14.33,23.87,4.77,11.36,0.0,59.36,16.79,2.86,11.36
30.5,32.5,2024,324,13.61,24.37,4.09,13.14,0.24,66.08,18.58,2.2,13.14
31.5,27.5,2024,324,12.62,22.03,6.79,20.18,0.3,76.08,20.92,5.31,20.18
31.5,32.5,2024,324,11.45,21.88,5.56,20.89,1.51,71.85,21.47,4.52,20.89
23.5,27.5,2024,325,18.15,23.97,4.99,9.48,0.0,45.32,16.02,3.35,9.48
23.5,32.5,2024,325,18.63,26.9,5.41,12.67,0.0,39.91,19.29,3.96,12.67
24.5,27.5,2024,325,17.71,23.56,4.78,9.36,0.0,46.15,15.62,2.82,9.36
24.5,32.5,2024,325,18.18,26.51,4.75,12.08,0.0,39.76,18.57,3.79,12.08
25.5,27.5,2024,325,17.27,24.19,4.7,10.29,0.0,44.61,16.35,2.53,10.29
25.5,32.5,2024,325,17.14,27.16,4.63,11.34,0.0,40.86,18.5,3.31,11.34
26.5,27.5,2024,325,16.73,24.94,4.51,10.77,0.0,43.81,17.04,2.5,10.77
26.5,32.5,2024,325,16.6,26.47,4.73,11.95,0.0,40.59,18.27,3.14,11.95
27.5,27.5,2024,325,16.09,24.77,3.92,11.0,0.0,46.33,16.94,2.34,11.0
27.5,32.5,2024,325,16.35,24.19,4.93,10.75,0.0,44.97,16.52,2.91,10.75
28.5,27.5,2024,325,15.34,24.34,3.58,11.61,0.0,48.4,17.45,2.27,11.61
28.5,32.5,2024,325,15.76,23.3,3.94,11.01,0.0,49.16,16.17,2.23,11.01
29.5,27.5,2024,325,14.74,26.09,3.21,12.73,0.01,47.06,18.99,1.64,12.73
29.5,32.5,2024,325,14.96,24.58,2.54,16.36,0.0,53.17,19.8,1.73,16.36
30.5,27.5,2024,325,14.37,23.95,4.46,12.44,0.01,62.68,17.45,2.31,12.44
30.5,32.5,2024,325,14.23,24.69,2.98,14.61,0.05,55.07,19.15,1.37,14.61
31.5,27.5,2024,325,12.26,22.21,5.02,19.39,0.1,73.82,20.74,3.95,19.39
31.5,32.5,2024,325,11.84,22.06,4.24,20.52,0.88,70.44,21.37,3.19,20.52
23.5,27.5,2024,326,17.13,22.35,4.45,10.26,0.0,46.34,16.05,2.96,10.26
23.5,32.5,2024,326,17.93,27.03,5.41,14.08,0.0,38.38,19.83,3.53,14.08
24.5,27.5,2024,326,15.48,20.83,3.6,9.87,0.0,50.15,15.41,2.32,9.87
24.5,32.5,2024,326,16.48,26.31,4.58,12.32,0.0,40.63,18.97,3.2,12.32
25.5,27.5,2024,326,12.69,22.33,2.56,11.28,0.0,49.41,16.33,1.73,11.28
25.5,32.5,2024,326,13.93,25.82,3.43,11.77,0.0,43.29,18.41,2.61,11.77
26.5,27.5,2024,326,12.54,23.42,2.25,12.62,0.0,46.69,17.58,1.33,12.62
26.5,32.5,2024,326,12.5,25.14,3.64,12.88,0.0,43.03,18.46,2.77,12.88
27.5,27.5,2024,326,9.83,24.15,2.43,13.64,0.0,43.87,17.94,1.45,13.64
27.5,32.5,2024,326,12.64,21.58,4.35,12.29,0.0,46.78,16.66,2.65,12.29
28.5,27.5,2024,326,9.37,23.18,3.19,14.48,0.0,42.54,17.64,1.72,14.48
28.5,32.5,2024,326,11.95,21.11,3.78,11.89,0.0,52.17,15.92,2.33,11.89
29.5,27.5,2024,326,12.73,23.38,4.23,15.06,0.01,45.53,18.33,1.93,15.06
29.5,32.5,2024,326,12.96,23.28,3.05,15.68,0.0,52.09,19.54,2.15,15.68
30.5,27.5,2024,326,10.69,22.38,4.91,13.45,0.0,52.42,16.65,2.61,13.45
30.5,32.5,2024,326,13.62,25.13,1.98,14.62,0.0,47.78,19.18,1.14,14.62
31.5,27.5,2024,326,9.84,23.5,6.23,19.34,0.0,62.81,21.12,5.22,19.34
31.5,32.5,2024,326,12.78,22.15,3.54,20.46,0.12,66.11,21.36,1.88,20.46
23.5,27.5,2024,327,18.32,25.01,5.38,10.83,0.0,44.38,17.18,3.4,10.83
23.5,32.5,2024,327,17.72,28.46,4.21,14.38,0.0,36.99,20.64,2.88,14.38
24.5,27.5,2024,327,17.63,24.79,4.8,10.42,0.0,44.04,16.59,2.77,10.42
24.5,32.5,2024,327,17.68,28.46,4.5,13.64,0.0,34.8,20.21,3.13,13.64
25.5,27.5,2024,327,17.01,25.4,3.67,11.74,0.0,38.06,17.51,2.1,11.74
25.5,32.5,2024,327,16.92,29.62,3.69,12.83,0.0,34.4,20.34,2.85,12.83
26.5,27.5,2024,327,16.93,26.44,2.8,13.21,0.0,33.23,18.36,1.63,13.21
26.5,32.5,2024,327,16.13,29.34,4.1,14.37,0.0,30.38,20.74,3.26,14.37
27.5,27.5,2024,327,16.39,26.5,2.37,14.59,0.0,30.78,18.74,1.23,14.59
27.5,32.5,2024,327,15.63,27.23,4.36,13.3,0.0,33.64,19.03,3.24,13.3
28.5,27.5,2024,327,15.8,26.0,2.56,15.34,0.0,29.72,19.56,1.13,15.34
28.5,32.5,2024,327,14.96,25.14,4.61,12.35,0.0,43.78,17.74,3.27,12.35
29.5,27.5,2024,327,14.91,27.02,1.92,14.56,0.0,42.44,20.29,1.09,14.56
